,GeneID,Essential,Class,Complex,Phenotype,Motif,Chromosome,Function,Localization,add_numerical
1546,AAAFi,Non-Essential,?,?,Mating and sporulation defects,PS00916,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,16
1547,AAAFi,Non-Essential,?,?,Mating and sporulation defects,PS00916,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,16
1548,AAAFi,Non-Essential,?,?,Cell morphology and organelle mutants,PS00916,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,16
1549,AAAFi,Non-Essential,?,?,Mating and sporulation defects,PS00454,16,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoplasm,16
1550,AAAFi,Non-Essential,?,?,Cell cycle defects,PS00136,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,16
1551,AAAFi,Non-Essential,?,?,Mating and sporulation defects,PS00690,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,16
1552,AAAFi,Non-Essential,?,?,Mating and sporulation defects,PS00916,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,16
1553,AAAFi,Non-Essential,?,?,Mating and sporulation defects,PS00916,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,16
1554,AAAFi,Non-Essential,?,?,Cell morphology and organelle mutants,PS00690,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,16
1555,AAAFi,Non-Essential,?,?,Cell morphology and organelle mutants,PS00916,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,16
1556,AAAFi,Non-Essential,?,?,Mating and sporulation defects,PS00916,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,16
1557,AAAFi,Non-Essential,?,?,Mating and sporulation defects,PS00916,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,16
1558,AAAFi,Non-Essential,?,?,Mating and sporulation defects,PS00690,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,16
1559,AAAFi,Non-Essential,?,?,Mating and sporulation defects,PS00916,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,16
1560,AAAFj,Essential,?,Proteasome,?,PS00050,7,PROTEIN SYNTHESIS,cytoskeleton,7
1561,AAAFj,Essential,?,Proteasome,?,PS00050,7,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,7
1562,AAAFk,?,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00824,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,9
1563,AAAFk,?,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00824,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,9
1564,AAAFk,Non-Essential,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00824,9,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoplasm,9
1565,AAAFk,Non-Essential,ATPases,,Carbohydrate and lipid biosynthesis defects,PS00824,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,9
1566,AAAFk,Non-Essential,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00824,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,9
1567,AAAFk,Non-Essential,GTP/GDP-exchange factors (GEFs),,Stress response defects,PS00824,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,9
1568,AAAFk,Non-Essential,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00824,9,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoplasm,9
1569,AAAFk,?,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00824,9,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoplasm,9
1570,AAAFk,Non-Essential,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00824,9,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoplasm,9
1571,AAAFk,Non-Essential,ATPases,,Carbohydrate and lipid biosynthesis defects,PS00824,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,9
1572,AAAFk,Non-Essential,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00824,9,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoplasm,9
1573,AAAFk,Non-Essential,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00824,9,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoplasm,9
1574,AAAFk,Non-Essential,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00824,9,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoplasm,9
1575,AAAFl,Essential,?,,?,PS00148,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,4
1576,AAAFl,Essential,?,,Mating and sporulation defects,PS00148,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoplasm,4
1577,AAAFm,Essential,?,cAMP-dependent protein kinase,Conditional phenotypes,,2,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,2
1578,AAAFm,Essential,?,cAMP-dependent protein kinase,Cell morphology and organelle mutants,,2,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,2
1579,AAAFm,Essential,?,cAMP-dependent protein kinase,Conditional phenotypes,,2,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,2
1580,AAAFm,Essential,?,cAMP-dependent protein kinase,Conditional phenotypes,,2,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,plasma membrane,2
1581,AAAFn,Essential,?,Transcription complexes/Transcriptosome,?,PS00959,16,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoskeleton,16
1582,AAAFn,Essential,?,Transcription complexes/Transcriptosome,?,PS00959,16,PROTEIN SYNTHESIS,cytoskeleton,16
1583,AAAFo,?,?,Translation complexes,Cell cycle defects,PS00824,0,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",mitochondria,0
1584,AAAFo,?,?,Translation complexes,Cell cycle defects,PS00027,0,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",mitochondria,0
1585,AAAFp,Non-Essential,?,,?,PS00685,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,16
1586,AAAFp,Non-Essential,?,,?,PS00685,16,PROTEIN SYNTHESIS,nucleus,16
1587,AAAFp,Non-Essential,?,,?,PS00685,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,16
1588,AAAFp,Non-Essential,?,,?,PS00685,16,PROTEIN SYNTHESIS,nucleus,16
1589,AAAFp,Non-Essential,?,,?,PS00685,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,16
1590,AAAFp,Non-Essential,?,,?,PS00685,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,16
1591,AAAFp,Non-Essential,?,,?,PS00685,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,16
1592,AAAFp,Non-Essential,?,,?,PS00685,16,PROTEIN SYNTHESIS,nucleus,16
1593,AAAFp,Non-Essential,?,,?,PS00685,16,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,16
1594,AAAFq,Essential,?,Phosphofructokinase,?,PS00046,2,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,2
1595,AAAFq,Essential,?,Phosphofructokinase,Mating and sporulation defects,PS00046,2,IONIC HOMEOSTASIS,cytoplasm,2
1596,AAAFq,Essential,?,Kel1p/Kel2p complex,?,PS00046,2,TRANSPORT FACILITATION,cytoplasm,2
1597,AAAFq,Essential,?,Kel1p/Kel2p complex,Mating and sporulation defects,PS00046,2,IONIC HOMEOSTASIS,cytoplasm,2
1598,AAAFq,Essential,?,Phosphofructokinase,Mating and sporulation defects,PS00046,2,METABOLISM,cytoplasm,2
1599,AAAFr,Essential,?,Cyclin-CDK (Cyclin-dependent kinases) complexes,Mating and sporulation defects,PS00189,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),ER,6
1600,AAAFr,Essential,?,Cyclin-CDK (Cyclin-dependent kinases) complexes,Mating and sporulation defects,PS00189,6,METABOLISM,ER,6
1601,AAAFr,Non-Essential,?,Cyclin-CDK (Cyclin-dependent kinases) complexes,Mating and sporulation defects,PS00189,6,PROTEIN SYNTHESIS,ER,6
1602,AAAFs,Non-Essential,Molecular chaperones,Replication complexes,?,PS00749,7,TRANSCRIPTION,cytoplasm,7
1603,AAAFs,Non-Essential,Molecular chaperones,Replication complexes,?,PS00504,7,TRANSCRIPTION,cytoplasm,7
1604,AAAFs,Non-Essential,Molecular chaperones,Replication complexes,?,PS01001,7,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,7
1605,AAAFs,Non-Essential,Molecular chaperones,Replication complexes,?,PS01159,7,TRANSCRIPTION,cytoplasm,7
1606,AAAFs,Non-Essential,Molecular chaperones,Proteasome,?,PS01168,7,PROTEIN DESTINATION,cytoplasm,7
1607,AAAFt,Non-Essential,GTP/GDP-exchange factors (GEFs),,Cell cycle defects,PS00824,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,3
1608,AAAFt,Non-Essential,ATPases,,Mating and sporulation defects,PS00824,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,3
1609,AAAFt,Non-Essential,GTP/GDP-exchange factors (GEFs),,?,PS00824,3,PROTEIN SYNTHESIS,nucleus,3
1610,AAAFu,Essential,ATPases,Translation complexes,Cell cycle defects,PS00389,13,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,13
1611,AAAFu,Essential,ATPases,Translation complexes,Cell cycle defects,PS00389,13,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,13
1612,AAAFu,Essential,GTP/GDP-exchange factors (GEFs),Translation complexes,Cell cycle defects,PS00389,13,PROTEIN SYNTHESIS,cytoplasm,13
1613,AAAFu,Essential,GTP/GDP-exchange factors (GEFs),Translation complexes,Cell cycle defects,PS00389,13,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,13
1614,AAAFu,Essential,GTP/GDP-exchange factors (GEFs),Translation complexes,Cell cycle defects,PS00389,13,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,13
1615,AAAFu,Essential,GTP/GDP-exchange factors (GEFs),Translation complexes,Cell cycle defects,PS00389,13,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,13
1616,AAAFu,Essential,ATPases,Translation complexes,Cell cycle defects,PS00389,13,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,13
1617,AAAFu,Essential,GTP/GDP-exchange factors (GEFs),Translation complexes,Cell cycle defects,PS00389,13,PROTEIN SYNTHESIS,cytoplasm,13
1618,AAAFu,Essential,GTP/GDP-exchange factors (GEFs),Translation complexes,Cell cycle defects,PS00389,13,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoplasm,13
1619,AAAFu,Essential,ATPases,Translation complexes,Cell cycle defects,PS00389,13,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,13
1620,AAAFv,Non-Essential,ATPases,?,Unknown,PS01248,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,14
1621,AAAFv,Non-Essential,GTP/GDP-exchange factors (GEFs),?,Sensitivity to antibiotics,PS01248,14,PROTEIN SYNTHESIS,cytoplasm,14
1622,AAAFv,Non-Essential,GTP/GDP-exchange factors (GEFs),?,Sensitivity to antibiotics,PS01248,14,PROTEIN SYNTHESIS,cytoplasm,14
1623,AAAFv,Non-Essential,ATPases,?,Sensitivity to aminoacid analogs and other drugs,PS01248,14,PROTEIN SYNTHESIS,cytoplasm,14
1624,AAAFv,Non-Essential,ATPases,?,Sensitivity to antibiotics,PS01248,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,14
1625,AAAFw,Essential,Major facilitator superfamily proteins (MFS),RSC complex (Remodel the structure of chromatin),Mating and sporulation defects,PS00217,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),vacuole,16
1626,AAAFw,Essential,Major facilitator superfamily proteins (MFS),RSC complex (Remodel the structure of chromatin),Mating and sporulation defects,PS00216,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),vacuole,16
1627,AAAFw,Essential,Major facilitator superfamily proteins (MFS),RSC complex (Remodel the structure of chromatin),Mating and sporulation defects,PS00216,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),mitochondria,16
1628,AAAFw,Non-Essential,Major facilitator superfamily proteins (MFS),RSC complex (Remodel the structure of chromatin),Mating and sporulation defects,PS00217,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),mitochondria,16
1629,AAAFw,Essential,Major facilitator superfamily proteins (MFS),RSC complex (Remodel the structure of chromatin),Mating and sporulation defects,PS00216,16,PROTEIN SYNTHESIS,vacuole,16
1630,AAAFw,Essential,Major facilitator superfamily proteins (MFS),RSC complex (Remodel the structure of chromatin),Mating and sporulation defects,PS00216,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),vacuole,16
1631,AAAFw,Essential,Major facilitator superfamily proteins (MFS),RSC complex (Remodel the structure of chromatin),Mating and sporulation defects,PS00217,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),vacuole,16
1632,AAAFw,Essential,Major facilitator superfamily proteins (MFS),RSC complex (Remodel the structure of chromatin),Mating and sporulation defects,PS00216,16,IONIC HOMEOSTASIS,mitochondria,16
1633,AAAFw,Essential,Major facilitator superfamily proteins (MFS),RSC complex (Remodel the structure of chromatin),Mating and sporulation defects,PS00217,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),vacuole,16
1634,AAAFx,?,Ubiquitin-system proteins,Cyclin-CDK (Cyclin-dependent kinases) complexes,Mating and sporulation defects,PS00227,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,16
1635,AAAFx,?,Ubiquitin-system proteins,Cyclin-CDK (Cyclin-dependent kinases) complexes,Mating and sporulation defects,PS00297,16,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoplasm,16
1636,AAAFx,?,Ubiquitin-system proteins,Cyclin-CDK (Cyclin-dependent kinases) complexes,?,PS00028,16,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,16
1637,AAAFy,Essential,?,?,Nucleic acid metabolism defects,PS00741,8,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",ER,8
1638,AAAFy,Essential,?,?,Nucleic acid metabolism defects,PS00463,8,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",ER,8
1639,AAAFy,Essential,?,?,Nucleic acid metabolism defects,PS00463,8,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",ER,8
1640,AAAFy,Essential,?,?,Nucleic acid metabolism defects,PS00463,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),ER,8
1641,AAAFz,?,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,?,,6,TRANSCRIPTION,cytoskeleton,6
1642,AAAFz,?,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,Mating and sporulation defects,,6,TRANSCRIPTION,cytoskeleton,6
1643,AAAFz,?,ATPases,Nucleosomal protein complex,?,,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,6
1644,AAAFz,?,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,?,,6,TRANSCRIPTION,cytoskeleton,6
1645,AAAFz,?,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,?,,6,TRANSCRIPTION,cytoskeleton,6
1646,AAAFz,?,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,Mating and sporulation defects,,6,TRANSCRIPTION,cytoskeleton,6
1647,AAAFz,?,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,?,,6,TRANSCRIPTION,cytoskeleton,6
1648,AAAFz,?,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,?,,6,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoskeleton,6
1649,AAAFz,?,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,?,,6,TRANSCRIPTION,cytoskeleton,6
1650,AAAFz,?,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,?,,6,TRANSCRIPTION,cytoskeleton,6
1651,AAAFz,?,ATPases,Nucleosomal protein complex,?,,6,TRANSCRIPTION,cytoskeleton,6
1652,AAAFz,?,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,?,,6,TRANSCRIPTION,cytoskeleton,6
1653,AAAFz,?,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,?,,6,PROTEIN SYNTHESIS,cytoskeleton,6
1654,AAAGA,Non-Essential,?,Intracellular transport complexes,Cell cycle defects,PS00554,1,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,1
1655,AAAGA,Non-Essential,?,Intracellular transport complexes,?,PS00554,1,PROTEIN SYNTHESIS,plasma membrane,1
1656,AAAGA,Non-Essential,?,Intracellular transport complexes,?,PS00554,1,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,plasma membrane,1
1657,AAAGA,Non-Essential,?,Intracellular transport complexes,Cell cycle defects,PS00554,1,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,1
1658,AAAGB,Essential,?,"H+-transporting ATPase, vacuolar",Cell cycle defects,PS01001,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),mitochondria,14
1659,AAAGB,Essential,?,"H+-transporting ATPase, vacuolar",Cell cycle defects,PS00504,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),mitochondria,14
1660,AAAGB,Essential,?,"H+-transporting ATPase, vacuolar",Cell cycle defects,PS01000,14,PROTEIN SYNTHESIS,mitochondria,14
1661,AAAGB,Essential,?,"H+-transporting ATPase, vacuolar",Cell morphology and organelle mutants,PS01001,14,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,mitochondria,14
1662,AAAGB,Essential,?,Intracellular transport complexes,Cell cycle defects,PS01001,14,PROTEIN SYNTHESIS,mitochondria,14
1663,AAAGB,Essential,?,"H+-transporting ATPase, vacuolar",Mating and sporulation defects,PS01000,14,PROTEIN DESTINATION,plasma membrane,14
1664,AAAGB,Essential,?,"H+-transporting ATPase, vacuolar",Cell cycle defects,PS01001,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),mitochondria,14
1665,AAAGB,Essential,?,"H+-transporting ATPase, vacuolar",Cell morphology and organelle mutants,PS01001,14,PROTEIN DESTINATION,mitochondria,14
1666,AAAGB,Essential,?,"H+-transporting ATPase, vacuolar",Cell cycle defects,PS01001,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),mitochondria,14
1667,AAAGC,Essential,?,RSC complex (Remodel the structure of chromatin),Mating and sporulation defects,PS00720,16,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,plasma membrane,16
1668,AAAGC,Essential,?,RSC complex (Remodel the structure of chromatin),Mating and sporulation defects,PS00720,16,PROTEIN SYNTHESIS,plasma membrane,16
1669,AAAGC,Essential,?,RSC complex (Remodel the structure of chromatin),Mating and sporulation defects,PS01248,16,PROTEIN DESTINATION,plasma membrane,16
1670,AAAGC,Essential,?,RSC complex (Remodel the structure of chromatin),Mating and sporulation defects,PS00720,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,16
